20240319 update
番号	定義名	リソース名
10353	JT_4_EP17_SCISSORE	4_ep17_scissore
10354	JT_4_EP17_TABLET	4_ep17_tablet
10355	JT_4_EP17_BUCKETS	4_ep17_buckets
10356	JT_4_EP17_CLEANER	4_ep17_cleaner
10357	JT_4_EP17_BASKET	4_ep17_basket
10358	JT_4_EP17_BROKENBETA	4_ep17_brokenbeta
10359	JT_4_EP17_CLEANER_W	4_ep17_cleaner_w
10360	JT_4_EP17_MERMAID	4_ep17_mermaid
10361	JT_4_JP_AB_NPC_009	AB_PRINCESS_1
10362	JT_4_JP_AB_NPC_010	AB_PRINCESS_2
10364	JT_4_4JOB_SILLA	4_4JOB_SILLA
10365	JT_4_4JOB_MAGGI	4_4JOB_MAGGI
10366	JT_4_4JOB_ROBIN	4_4JOB_ROBIN
10367	JT_4_4JOB_ROBIN_DRUNK	4_4JOB_ROBIN_DRUNK
10368	JT_4_4JOB_LETICIA	4_4JOB_LETICIA
10369	JT_4_4JOB_SERANG	4_4JOB_SERANG
10370	JT_4_4JOB_EINHAR	4_4JOB_EINHAR
10371	JT_4_4JOB_SEALSTONE	BARRICADE
10372	JT_4_4JOB_PHANTOMBOOK1	RIDEWORD
10373	JT_4_4JOB_PHANTOMBOOK2	RIDEWORD
10374	JT_4_4JOB_PHANTOMBOOK3	RIDEWORD
10375	JT_4_VENDING_MACHINE2	4_vending_machine
10376	JT_4_EP18_MARAM	4_ep18_maram
10377	JT_4_EP18_MIRIAM	4_ep18_miriam
10378	JT_4_EP18_SUAD	4_ep18_suad
10379	JT_4_EP18_IMRIL	4_ep18_imril
10380	JT_4_EP18_MERCHANT	4_ep18_merchant
10381	JT_4_EP18_TAMARIN	4_ep18_tamarin
10382	JT_4_EP18_DEW	4_ep18_dew
10383	JT_4_EP18_MARK	4_ep18_mark
10384	JT_4_EP18_ALF	4_ep18_alf
10385	JT_4_EP18_SHULANG	4_ep18_shulang
10386	JT_4_EP18_BAGOT	4_ep18_bagot
10387	JT_4_EP18_DEMIFREYA	4_ep18_demifreya
10388	JT_4_EP18_KAMIL	4_ep18_kamil
10389	JT_4_EP18_HAZAR	4_ep18_hazar
10390	JT_4_EP18_WAGON	4_ep18_wagon
10391	JT_4_EP18_PAPERS	4_ep18_papers
10392	JT_4_EP18_HALFFLOWER	4_ep18_halfflower
10393	JT_4_EP18_GW_OLD01	4_ep18_gw_old01
10394	JT_4_EP18_GW_OLD02	4_ep18_gw_old02
10395	JT_4_EP18_GW_MIDDLE01	4_ep18_gw_middle01
10396	JT_4_EP18_GW_MIDDLE02	4_ep18_gw_middle02
10397	JT_4_EP18_GW_MAN01	4_ep18_gw_man01
10398	JT_4_EP18_GW_MAN02	4_ep18_gw_man02
10399	JT_4_EP18_GW_WOMAN01	4_ep18_gw_woman01
10400	JT_4_EP18_GW_WOMAN02	4_ep18_gw_woman02
10401	JT_4_EP18_GW_CHILD01	4_ep18_gw_child01
10402	JT_4_EP18_GW_CHILD02	4_ep18_gw_child02
10403	JT_4_STAR_BOX_SCORE	4_star_rainbow_box
10404	JT_4_STAR_BOX_POW1	4_star_red_box
10405	JT_4_STAR_BOX_POW2	4_star_red_box
10406	JT_4_STAR_BOX_STA1	4_star_orange_box
10407	JT_4_STAR_BOX_STA2	4_star_orange_box
10408	JT_4_STAR_BOX_SPL1	4_star_navy_box
10409	JT_4_STAR_BOX_SPL2	4_star_navy_box
10410	JT_4_STAR_BOX_CON1	4_star_yellowgreen_box
10411	JT_4_STAR_BOX_CON2	4_star_yellowgreen_box
10412	JT_4_STAR_BOX_WIS1	4_star_purple_box
10413	JT_4_STAR_BOX_WIS2	4_star_purple_box
10414	JT_4_STAR_BOX_CRT1	4_star_sky_box
10415	JT_4_STAR_BOX_CRT2	4_star_sky_box
10416	JT_4_4JOB_MAURA	4_4JOB_MAURA
10417	JT_4_STAR_BOX_N	4_star_white_box
10418	JT_4_STAR_BOX_H	4_star_gray_box
10419	JT_4_STAR_BOX_HP1	4_star_pink_box
10420	JT_4_STAR_BOX_HP2	4_star_pink_box
10421	JT_4_STAR_BOX_ATK1	4_star_white_box
10422	JT_4_STAR_BOX_ATK2	4_star_white_box
10423	JT_4_STAR_BOX_BARRIER1	4_star_gray_box
10424	JT_4_STAR_BOX_BARRIER2	4_star_gray_box
10425	JT_4_STAR_BOX_TRAP1	4_star_gold_box
10426	JT_4_STAR_BOX_TRAP2	4_star_gold_box
10427	JT_4_STAR_BOX_MASTER	4_star_gold_box
10428	JT_4_POINT_RED	4_point_red
10429	JT_4_POINT_BLUE	4_point_blue
10430	JT_4_POINT_YELLOW	4_point_yellow
10431	JT_4_POINT_BLACK	4_point_black
10432	JT_4_POINT_WHITE	4_point_white
10433	JT_4_EXJOB_GERHOLD	4_exjob_gerhold
10434	JT_4_EXJOB_NINJA	4_exjob_ninja
10435	JT_4_EXJOB_MASTER_J	4_exjob_master_j
10436	JT_4_EXJOB_MR_SEO	4_exjob_mr_seo
10437	JT_4_EXJOB_HAPPY_CLOUD	4_exjob_happy_cloud
10438	JT_4_EXJOB_STAR	4_exjob_star
10439	JT_4_EXJOB_CHUL_HO	4_exjob_chul_ho
10440	JT_4_EXJOB_KI_SUL	4_exjob_ki_sul
10441	JT_4_EXJOB_HYUN_ROK	4_exjob_hyun_rok
10443	JT_1_JOURNEY_STONE_F	1_journey_stone_f
10451	JT_4_EP19_ZORYARA	4_ep19_zoryara
10452	JT_4_EP19_MORYARA	4_ep19_moryara
10453	JT_4_EP19_LUNCH	4_ep19_lunch
10454	JT_4_EP19_LAZY	4_ep19_lazy
10455	JT_4_EP19_JUNCEA	4_ep19_juncea
10456	JT_4_EP19_JUNCEA_M	4_ep19_juncea_m
10457	JT_4_EP19_JUNCEA_D	4_ep19_juncea_d
10458	JT_4_EP19_FRIEDERIKE	4_ep19_friederike
10459	JT_4_EP19_SUITCASE	4_ep19_suitcase
10460	JT_4_EP19_HEALROCK	4_ep19_healrock
10461	JT_4_EP19_IWIN	4_ep19_iwin
10462	JT_4_EP19_IWIN_DIVER	4_ep19_iwin_diver
10463	JT_4_EP19_TAMARIN	4_ep19_tamarin
10464	JT_4_EP19_LEON	4_ep19_leon
10465	JT_4_EP19_AURELIE	4_ep19_aurelie
10466	JT_4_EP19_LASGAND	4_ep19_lasgand
10467	JT_4_EP19_VOGLINDE	4_ep19_voglinde
10468	JT_4_EP19_VELLGUNDE	4_ep19_vellgunde
10469	JT_4_EP19_LEHAR	4_ep19_lehar
10470	JT_4_EP19_RGAN_R1	4_ep19_rgan_r1
10471	JT_4_EP19_RGAN_R2	4_ep19_rgan_r2
10472	JT_4_EP19_RGAN_R3	4_ep19_rgan_r3
10473	JT_4_EP19_RGAN_SR1	4_ep19_rgan_sr1
10474	JT_4_EP19_RGAN_SR2	4_ep19_rgan_sr2
10475	JT_4_EP19_RGAN_SR3	4_ep19_rgan_sr3
10476	JT_1_RAGFES_01	1_ragfes_01
10477	JT_1_RAGFES_01_M	1_ragfes_01_m
10478	JT_4_RAGFES_02	4_ragfes_02
10479	JT_4_RAGFES_02_M	4_ragfes_02_m
10480	JT_4_RAGFES_03	4_ragfes_03
10481	JT_4_RAGFES_03_M	4_ragfes_03_m
10482	JT_4_RAGFES_04	4_ragfes_04
10483	JT_4_RAGFES_04_M	4_ragfes_04_m
10484	JT_4_RAGFES_05	4_ragfes_05
10485	JT_4_RAGFES_05_M	4_ragfes_05_m
10486	JT_4_RAGFES_06	4_ragfes_06
10487	JT_4_RAGFES_06_M	4_ragfes_06_m
10488	JT_4_RAGFES_07	4_ragfes_07
10489	JT_4_RAGFES_07_M	4_ragfes_07_m
10490	JT_4_RAGFES_08	4_ragfes_08
10491	JT_4_RAGFES_08_M	4_ragfes_08_m
10492	JT_4_RAGFES_09	4_ragfes_09
10493	JT_4_RAGFES_09_M	4_ragfes_09_m
10494	JT_4_RAGFES_10	4_ragfes_10
10495	JT_4_RAGFES_10_M	4_ragfes_10_m
10496	JT_4_RAGFES_11	4_ragfes_11
10497	JT_4_RAGFES_11_M	4_ragfes_11_m
10498	JT_4_RAGFES_12	4_ragfes_12
10499	JT_4_RAGFES_12_M	4_ragfes_12_m
10500	JT_4_RAGFES_13	4_ragfes_13
10501	JT_4_RAGFES_13_M	4_ragfes_13_m
10502	JT_4_RAGFES_14	4_ragfes_14
10503	JT_4_RAGFES_14_M	4_ragfes_14_m
10504	JT_4_RAGFES_15	4_ragfes_15
10505	JT_4_RAGFES_15_M	4_ragfes_15_m
10506	JT_4_RAGFES_16	4_ragfes_16
10507	JT_4_RAGFES_16_M	4_ragfes_16_m
10508	JT_4_EXJOB_NINJA2	4_exjob_ninja2
10509	JT_4_VR_BOOK_FAIRY	4_vr_book_fairy
10515	JT_4_VR_BOOK_RED	4_vr_book_red
10516	JT_4_VR_BOOK_BLUE	4_vr_book_blue
10517	JT_4_VR_BOOK_YELLOW	4_vr_book_yellow
10518	JT_4_VR_BOOK_GREEN	4_vr_book_green
10519	JT_4_VR_BOOK_WHITE	4_vr_book_white
10520	JT_4_VR_YGNIZEM	4_vr_ygnizem
10524	JT_4_JP_19TH	4_JP_19TH
10526	JT_4_VR_SWORDMAN_DEAD	4_VR_SWORDMAN_DEAD
10527	JT_GATE_SKYBLUE	invisible
10528	JT_4_CS_RIGEL	4_cs_rigel
10529	JT_4_M_NILLEM	4_m_nillem
10536	JT_4_EP20_LASGAND	4_EP20_LASGAND
10537	JT_4_EP20_NYAR	4_EP20_NYAR
10538	JT_4_EP20_DEVICE_BLUE	4_EP20_DEVICE_BLUE
10539	JT_4_EP20_DEVICE_RED	4_EP20_DEVICE_RED
10540	JT_4_EP20_DEVICE_BLACK	4_EP20_DEVICE_BLACK
10542	JT_4_JP_16TH_2	4_JP_16TH_2
10543	JT_4_EP16_SKIA_2	4_EP16_SKIA_2
10544	JT_4_F_ARUNA_POP_2	4_F_ARUNA_POP_2
10546	JT_4_VR_CHAO	4_VR_CHAO
12000	JT_4_JP_2022EVT	4_JP_2022EVT
